rank,package_name,version,manifest_declared_license,physical_license_type,physical_license_files,has_third_party_notices,in_code_headers,conflicts_count,verdict,verdict_reason,physical_license_snippet
4533,contao-components/swiper,14.2.0,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4538,sylius/mollie-plugin,v3.3.3,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO, deprecation_notice.html.twig, voucher_notice.html.twig, create_notice.html.twig, sorting_notice.html.twig, deprecation_notice.html.twig",YES,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- Sylius-MolliePlugin-5ffb17c/LICENSE --- Copyright (c) 2025-present Sylius Sp. z o.o. Permission is hereby granted, free of charge, to any person obtaining a copy"
4540,contao-components/datepicker,3.0.3,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4546,himiklab/yii2-recaptcha-widget,2.1.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- himiklab-yii2-recaptcha-widget-341ae7e/LICENSE --- The MIT License (MIT) Copyright (c) 2014-2019 HimikLab
4569,rokka/imagine-vips,0.41.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phenx/php-font-lib (LGPL-2.1-or-later),--- rokka-io-imagine-vips-55ad2a6/LICENSE --- MIT License Copyright (c) 2017 rokka.io
4600,php-standard-library/psalm-plugin,2.4.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- php-standard-library-psalm-plugin-7c120dc/LICENSE --- The MIT License (MIT) Copyright (c) 2019-2020 Saif Eddin Gmati <azjezz@protonmail.com>
4649,verbb/auth,2.0.45,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,--- verbb-auth-71be82b/LICENSE.md --- Copyright © Verbb Permission is hereby granted to any person obtaining a copy of this software
4652,contao-components/jquery,4.0.0,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4656,fig-r/psr2r-sniffer,2.9.0,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: phpcsstandards/phpcsextra (LGPL-3.0-or-later), phpcsstandards/phpcsutils (LGPL-3.0-or-later)",--- php-fig-rectified-psr2r-sniffer-918da46/LICENSE --- The MIT License (MIT) Copyright (c) 2016-present Mark Scherer
4663,contao-components/dropzone,5.9.3,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4664,contao-components/tablesorter,2.31.3.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,IN_CODE_GPL,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4668,contao-components/mootools,1.6.0.9,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,IN_CODE_LGPL,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4669,contao-components/swipe,2.2.2,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4675,contao-components/mediabox,1.5.4.3,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4678,contao-components/jquery-ui,1.13.2,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4684,10up/phpcs-composer,3.0.1,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: phpcsstandards/phpcsextra (LGPL-3.0-or-later), phpcsstandards/phpcsutils (LGPL-3.0-or-later)","--- 10up-phpcs-composer-ed5f6d4/LICENSE --- MIT License Copyright (c) 2018 10up, LLC"
4773,seatsio/seatsio-php,v99.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- seatsio-seatsio-php-55108f2/LICENSE --- MIT License Copyright (c) 2017 seats.io
4852,justbetter/magento2-sentry,4.6.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: justbetter/magento2-core (GPL-3.0-or-later),--- justbetter-magento2-sentry-eea2fed/LICENSE --- MIT License Copyright (c) 2018 JustBetter
4861,reload/jira-security-issue,v2.0.14,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- reload-jira-security-issue-a9afbb0/LICENSE --- MIT License Copyright (c) 2020 Reload A/S
4863,infocyph/phpforge,1.02,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- infocyph-PHPForge-810e377/LICENSE --- MIT License Copyright (c) 2026 Infocyph
4868,contao-components/tristen-tablesort,5.7.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
4891,alibabacloud/sdk,1.8.2344,Apache-2.0,MPL_COPYLEFT,"LICENSE.md, NOTICE.md",NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: clagiordano/weblibs-configmanager (LGPL-3.0-or-later),"--- aliyun-openapi-sdk-php-868cf07/LICENSE.md --- Copyright (c) 2009-present, Alibaba Cloud All rights reserved. Licensed under the Apache License, Version 2.0 (the ""License"");"
4917,awcodes/filament-curator,v5.3.2,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,--- awcodes-filament-curator-73d3a95/LICENSE.md --- The MIT License (MIT) Copyright (c) awcodes <awcodes1@gmail.com>
4918,magefan/module-blog,2.13.1,Unspecified,CUSTOM_OR_OTHER,LICENSE.txt,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: magefan/module-wysiwyg-advanced (OSL-3.0),--- magefan-module-blog-8103588/LICENSE.txt --- Please visit Magefan.com for license details (https://magefan.com/end-user-license-agreement)
4937,notamedia/yii2-sentry,1.7.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- notamedia-yii2-sentry-24c1be7/LICENSE.md --- The MIT License (MIT) Copyright © 2015 — 2019 Notamedia Ltd. (http://nota.media)
4957,jwage/phpamqplib-messenger,0.10.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- jwage-phpamqplib-messenger-dbc2d7b/LICENSE --- MIT License Copyright (c) 2025 Jonathan H. Wage
5005,cebe/yii2-gravatar,1.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- cebe-yii2-gravatar-c9c01bd/LICENSE --- The MIT License (MIT) Copyright (c) 2013 Carsten Brandt
5010,dmstr/yii2-adminlte-asset,2.6.2,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
5077,bk2k/bootstrap-package,16.0.0,MIT,MPL_COPYLEFT,"LICENSE.md, LICENSE, Copyright.html, copyright-mark.svg",NO,,13,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,"Permissive package imports viral copyleft dependency (typo3/cms-backend (GPL-2.0-or-later), typo3/cms-core (GPL-2.0-or-later), enshrined/svg-sanitize (GPL-2.0-or-later), typo3/cms-cli (GPL-2.0-or-later), typo3/cms-composer-installers (GPL-2.0-or-later), typo3fluid/fluid (LGPL-3.0-or-later), typo3/cms-extbase (GPL-2.0-or-later), typo3/cms-extensionmanager (GPL-2.0-or-later), typo3/cms-fluid (GPL-2.0-or-later), typo3/cms-frontend (GPL-2.0-or-later), typo3/cms-install (GPL-2.0-or-later), typo3/cms-rte-ckeditor (GPL-2.0-or-later), typo3/cms-seo (GPL-2.0-or-later)) without copyleft distribution licensing.","--- benjaminkott-bootstrap_package-96499c6/Contrib/scssphp/LICENSE.md --- Copyright (c) 2015 Leaf Corcoran, http://scssphp.github.io/scssphp Permission is hereby granted, free of charge, to any person"
5081,contao-components/handorgel,1.0.0.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
5085,sylius/invoicing-plugin,v2.2.0,MIT,MPL_COPYLEFT,"LICENSE, LICENSE_OF_TRADEMARK_AND_LOGO",YES,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: paragonie/halite (MPL-2.0), paragonie/hidden-string (MPL-2.0)","--- Sylius-InvoicingPlugin-4edab41/LICENSE --- Copyright (c) 2018-present Sylius Sp. z o.o. Permission is hereby granted, free of charge, to any person obtaining a copy"
5086,unclead/yii2-multiple-input,2.30.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- unclead-yii2-multiple-input-21d0138/LICENSE.md --- Copyright (c) 2013, Eugene Tupikov All rights reserved."
5110,contao-components/choices,11.2.4,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
5138,hyperf/amqp,v3.2.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- hyperf-amqp-b120105/LICENSE --- The MIT License (MIT) Copyright (c) Hyperf
5200,amazeeio/drupal_integrations,0.5.0,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
5207,yiisoft/yii2-elasticsearch,2.1.5,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yiisoft-yii2-elasticsearch-466b881/LICENSE.md --- Copyright © 2008 by Yii Software LLC (http://www.yiisoft.com) All rights reserved.
5251,sulu/sulu,3.0.9,MIT,MPL_COPYLEFT,LICENSE,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: contao/imagine-svg (LGPL-3.0-or-later), matomo/device-detector (LGPL-3.0-or-later)",--- sulu-sulu-6e1e332/LICENSE --- MIT License Copyright (c) 2020 Sulu GmbH
5252,yii2-extensions/phpstan,0.4.1,BSD-3-Clause,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yii2-extensions-phpstan-73d24f7/LICENSE --- SPDX-License-Identifier: BSD-3-Clause BSD 3-Clause License
5352,spryker/opentelemetry,1.21.0,proprietary,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- spryker-opentelemetry-eb5aa81/LICENSE --- SPRYKER SYSTEMS GMBH EVALUATION LICENSE AGREEMENT SPRYKER SYSTEMS GMBH, REGISTERED WITH THE COMMERCIAL REGISTER OF THE LOWER COURT OF HAMBURG UNDER HRB 13"
5361,miloschuman/yii2-highcharts-widget,v11.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- miloschuman-yii2-highcharts-2ef01ff/LICENSE --- MIT License Copyright (c) 2021 Milo Schuman
5402,loupe/loupe,1.0.3,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: joomla/string (GPL-2.0-or-later),--- loupe-php-loupe-f9004d3/LICENSE --- MIT License Copyright (c) 2023 loupe
5428,roave/infection-static-analysis-plugin,1.44.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,"--- Roave-infection-static-analysis-plugin-8fec5a1/LICENSE --- Copyright (c) 2020 Roave, LLC. Permission is hereby granted, free of charge, to any person obtaining a copy of"
5490,2amigos/yii2-ckeditor-widget,2.2.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: ckeditor/ckeditor (GPL-2.0+),"--- 2amigos-yii2-ckeditor-widget-77812ca/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
5537,cloudconvert/cloudconvert-laravel,1.1.6,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,--- cloudconvert-cloudconvert-laravel-8a38ce5/LICENSE --- MIT License Copyright (c) 2018 Josias Montag
5549,mdmsoft/yii2-admin,3.2,BSD-3-Clause,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
5556,getkirby/cms,5.5.3,Unspecified,GPL_COPYLEFT,"LICENSE.md, COPYING, LICENSE, LICENSE, LICENSE.md, LICENSE, LICENSE, LICENSE.md, COPYRIGHT.md, LICENSE.md, LICENSE, License.md, LICENSE, LICENSE, LICENSE, LICENSE, LICENSE, LICENSE, LICENSE, LICENSE",YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phpmailer/phpmailer (LGPL-2.1-only),"--- getkirby-kirby-46daf74/LICENSE.md --- # Kirby License Agreement Published: July 2, 2026"
5575,creocoder/yii2-flysystem,1.2.0,Unspecified,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- creocoder-yii2-flysystem-12b0c0c/LICENSE.md --- The flysystem extension for the Yii framework is free software. It is released under the terms of the following BSD License.
5576,pear/pear,v1.10.18,BSD-2-Clause,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: pear/structures_graph (LGPL-3.0-or-later),"--- pear-pear-core-9076191/LICENSE --- Copyright (c) 1997-2009, Stig Bakken <ssb@php.net>,"
5637,yiisoft/yii2-mongodb,3.0.4,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yiisoft-yii2-mongodb-5cf7e03/LICENSE.md --- Copyright © 2008-2013 by Yii Software LLC (http://www.yiisoft.com) All rights reserved.
5642,wyrihaximus/css-compress,2.3.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: websharks/css-minifier (GPL-3.0+),--- WyriHaximus-php-css-compress-94511b6/LICENSE --- The MIT License (MIT) Copyright (c) 2019 Cees-Jan Kiewiet
5655,yiisoft/yii2-twig,2.5.1,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yiisoft-yii2-twig-dbc0fb3/LICENSE.md --- Copyright © 2008 by Yii Software LLC (http://www.yiisoft.com) All rights reserved.
5721,codemix/yii2-localeurls,1.8.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
5773,tornevall/tornelib-php-database,6.1.2,Apache-2.0,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (netresearch/jsonmapper (OSL-3.0)) without copyleft distribution licensing.,
5830,craftcms/html-field,3.6.0,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- craftcms-html-field-8639205/LICENSE.md --- The MIT License (MIT) Copyright (c) Pixel & Tonic, Inc."
5862,qipsius/tcpdf-bundle,4.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,14,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,"Unresolved copyleft conflict with: tecnickcom/tcpdf (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf (LGPL-3.0-or-later), tecnickcom/tc-lib-barcode (LGPL-3.0-or-later), tecnickcom/tc-lib-color (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-image (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-font (LGPL-3.0-or-later), tecnickcom/tc-lib-file (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-encrypt (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-sign (LGPL-3.0-or-later), tecnickcom/tc-lib-unicode-data (LGPL-3.0-or-later), tecnickcom/tc-lib-unicode (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-page (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-graph (LGPL-3.0-or-later), tecnickcom/tc-lib-pdf-parser (LGPL-3.0-or-later)","--- Qipsius-QipsiusTCPDFBundle-1cfc6ae/src/Resources/meta/LICENSE --- Copyright (c) 2012 White October Ltd Permission is hereby granted, free of charge, to any person obtaining a copy"
5995,spryker-feature/spryker-core,202608.0,proprietary,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (php-amqplib/php-amqplib (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- spryker-feature-spryker-core-07c9450/LICENSE --- SPRYKER SYSTEMS GMBH EVALUATION LICENSE AGREEMENT SPRYKER SYSTEMS GMBH, REGISTERED WITH THE COMMERCIAL REGISTER OF THE LOWER COURT OF HAMBURG UNDER"
5997,codewithkyrian/transformers,0.6.2,Apache-2.0,LGPL_COPYLEFT,"LICENSE, THIRD_PARTY_NOTICES.md, THIRD_PARTY_NOTICES.md, THIRD_PARTY_NOTICES.md, THIRD_PARTY_NOTICES.md, THIRD_PARTY_NOTICES.md",YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phenx/php-font-lib (LGPL-2.1-or-later),"--- CodeWithKyrian-transformers-php-8b7f37c/LICENSE --- Apache License Version 2.0, January 2004"
6129,neos/kickstarter,9.1.2,Unspecified,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: typo3fluid/fluid (LGPL-3.0-or-later),--- neos-kickstart-69c7165/LICENSE --- The MIT License (MIT) Copyright (c) 2015 Neos project contributors
6190,drupal/config_sync_without_site_uuid,1.0.0-beta2,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,2,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
6214,yii2tech/csv-grid,1.0.5,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yii2tech-csv-grid-6d10b2b/LICENSE.md --- The Yii framework is free software. It is released under the terms of the following BSD License.
6220,contao-components/altcha,3.2.2,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
6246,yii2tech/ar-softdelete,1.0.4,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- yii2tech-ar-softdelete-498ed03/LICENSE.md --- The Yii framework is free software. It is released under the terms of the following BSD License.
6255,netlogix/webapi,3.0.1,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: typo3fluid/fluid (LGPL-3.0-or-later),--- netlogix-Netlogix.WebApi-25c617a/LICENSE --- The MIT License (MIT) Copyright (c) 2021 netlogix GmbH & Co. KG
6261,oxid-esales/oxideshop-ce,v7.5.1,Unspecified,MPL_COPYLEFT,"LICENSE, COPYING",YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phpmailer/phpmailer (LGPL-2.1-only),--- OXID-eSales-oxideshop_ce-a1f5274/LICENSE --- OXID eShop Community Edition Lizenz 2022 1.	Präambel
6270,t3n/jobqueue-rabbitmq,2.3.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
6289,netlogix/jobqueue-fast-rabbit,2.0.1,MIT,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
6343,magefan/module-blog-comments-recaptcha,2.1.8,Unspecified,NO_PHYSICAL_LICENSE_FILE,None,NO,,1,POTENTIAL_VIOLATION_NO_LICENSE,"Package lacks any physical LICENSE file in release archive, relying purely on composer.json string.",
6431,anilcancakir/laravel-agent-mcp,v1.0.0,MIT,MPL_COPYLEFT,LICENSE,NO,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: phpmyadmin/sql-parser (GPL-2.0-or-later),--- anilcancakir-laravel-agent-mcp-db50225/LICENSE --- MIT License Copyright (c) 2026 Anilcan Cakir
6524,2amigos/yii2-gallery-widget,1.1.0,BSD-3-Clause,MPL_COPYLEFT,LICENSE.md,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.","--- 2amigos-yii2-gallery-widget-0ce7de2/LICENSE.md --- # The BSD License (BSD) Copyright (c) 2013-2015, 2amigOS! Consulting Group LLC."
6574,omnilight/yii2-scheduling,1.1.6,Unspecified,MPL_COPYLEFT,LICENSE,NO,,1,BENIGN_LGPL_DYNAMIC_WRAPPER,"Runtime Composer autoload of unmodified LGPL library (ezyang/htmlpurifier (LGPL-2.1-or-later)). Valid under dynamic linking spirit, but lacks third-party notice.",--- omnilight-yii2-scheduling-e69b281/LICENSE --- MIT License Copyright (c) 2015 Pavel Agalecky <pavel.agalecky@gmail.com>
6600,nystudio107/craft-plugin-vite,5.0.3,MIT,MPL_COPYLEFT,LICENSE.md,NO,,2,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,--- nystudio107-craft-plugin-vite-be94af8/LICENSE.md --- The MIT License (MIT) Copyright (c) nystudio107
6752,october/rain,v4.3.8,Unspecified,MPL_COPYLEFT,LICENSE.md,YES,,1,CONFIRMED_VIOLATION_VIRAL_COPYLEFT,Permissive package imports viral copyleft dependency (enshrined/svg-sanitize (GPL-2.0-or-later)) without copyleft distribution licensing.,"--- octobercms-library-30f072a/LICENSE.md --- Copyright (c) 2013-2022 Responsiv Pty Ltd This End User License Agreement (“EULA”) constitutes a binding agreement between you (the “Licensee”, “you” or “"
6758,neos/media,9.1.8,Unspecified,GPL_COPYLEFT,"LICENSE, license.txt",YES,,1,CONFIRMED_VIOLATION_UNRESOLVED_TAINT,Unresolved copyleft conflict with: typo3fluid/fluid (LGPL-3.0-or-later),"--- neos-media-1268d0a/LICENSE --- GNU GENERAL PUBLIC LICENSE Version 3, 29 June 2007"
